"Source","Target","Weight"
"mcpore","usnih",1
"hranti","scmfdn",1
"hranti","usfda",1
"hranti","usnih",2
"scmfdn","usfda",1
"scmfdn","usnih",1
"avedro","usfda",1
"cqcipg","intlvc",2
"cqcipg","bsnclg",2
"cqcipg","intl",2
"cqcipg","nasdaq",2
"intlvc","bsnclg",2
"intlvc","intl",2
"intlvc","nasdaq",2
"bsnclg","intl",2
"bsnclg","nasdaq",2
"intl","nasdaq",3
"jmmdhs","acsys",1
"jmmdhs","uncsfr",1
"acsys","uncsfr",1
"neurom","nasdaq",1
"bgbepk","clecft",1
"bgbepk","hrvun",1
"bgbepk","mtsnmq",1
"bgbepk","rumcus",1
"clecft","hrvun",1
"clecft","mtsnmq",1
"clecft","rumcus",1
"hrvun","mtsnmq",1
"hrvun","rumcus",1
"mtsnmq","rumcus",1
"phrmfi","usfda",1
"phrmfi","nasdaq",1
"phrmfi","seexc",1
"phrmfi","ucb",1
"usfda","seexc",6
"usfda","ucb",1
"nasdaq","ucb",1
"seexc","ucb",1
"soseic","mdimm",1
"soseic","morys",1
"soseic","ncfhst",1
"soseic","novapc",1
"soseic","sndoz",1
"soseic","uscdcp",1
"soseic","usdhhs",1
"soseic","usfda",1
"soseic","zenec",1
"mdimm","morys",1
"mdimm","ncfhst",1
"mdimm","novapc",1
"mdimm","sndoz",1
"mdimm","uscdcp",1
"mdimm","usdhhs",1
"mdimm","usfda",1
"mdimm","zenec",1
"morys","ncfhst",1
"morys","novapc",1
"morys","sndoz",1
"morys","uscdcp",1
"morys","usdhhs",1
"morys","usfda",1
"morys","zenec",1
"ncfhst","novapc",1
"ncfhst","sndoz",1
"ncfhst","uscdcp",1
"ncfhst","usdhhs",1
"ncfhst","usfda",1
"ncfhst","zenec",1
"novapc","sndoz",1
"novapc","uscdcp",1
"novapc","usdhhs",1
"novapc","usfda",1
"novapc","zenec",1
"sndoz","uscdcp",1
"sndoz","usdhhs",1
"sndoz","zenec",2
"uscdcp","usdhhs",1
"uscdcp","usfda",3
"uscdcp","zenec",1
"usdhhs","usfda",1
"usdhhs","zenec",2
"usfda","zenec",8
"glxo","nejomt",1
"glxo","uscdcp",1
"glxo","schplo",2
"nejomt","uscdcp",1
"nejomt","schplo",1
"uscdcp","schplo",1
"aascie","grgmsu",1
"aascie","pcfcji",1
"grgmsu","pcfcji",1
"wlgrn","aaofph",1
"wlgrn","pprlyh",1
"aaofph","pprlyh",1
"usfda","schplo",4
"spedig","usfda",1
"tiphar","usfda",2
"wtsnph","eumagy",1
"wtsnph","usfda",1
"wtsnph","zenec",1
"wtsnph","allgop",1
"eumagy","zenec",1
"eumagy","allgop",1
"usfda","allgop",1
"zenec","allgop",1
"flafra","usfda",1
"nphrmn","usfda",1
"grtexa","usfda",1
"grtexa","nasdaq",1
"grtexa","onlnfr",1
"grtexa","seexc",1
"grtexa","twnit",1
"grtexa","yoinco",1
"usfda","onlnfr",1
"usfda","twnit",1
"usfda","yoinco",1
"nasdaq","onlnfr",1
"nasdaq","twnit",2
"nasdaq","yoinco",1
"onlnfr","seexc",1
"onlnfr","twnit",5
"onlnfr","yoinco",4
"seexc","twnit",2
"seexc","yoinco",1
"twnit","yoinco",3
"dowjon","lllmai",1
"dowjon","nasdaq",4
"dowjon","sdpret",4
"dowjon","sgthrp",1
"lllmai","nasdaq",1
"lllmai","sdpret",1
"lllmai","sgthrp",1
"nasdaq","sdpret",5
"nasdaq","sgthrp",1
"sdpret","sgthrp",1
"bigmac","chipmg",1
"bigmac","nrsdf",1
"bigmac","subwic",1
"bigmac","docs",1
"chipmg","nrsdf",1
"chipmg","subwic",1
"chipmg","docs",1
"nrsdf","subwic",1
"nrsdf","docs",1
