GEOID,NAME,year,labor_force_over_16,labor_force_over_16_moe,employment_over_16,employment_over_16_moe,unemployment_over_16,unemployment_over_16_moe,labor_force_20_to_64,labor_force_20_to_64_moe,employment_20_to_64,employment_20_to_64_moe,unemployment_20_to_64,unemployment_20_to_64_moe,below_poverty,below_poverty_moe,earnings_16_older_total,earnings_16_older_total_moe,earnings_16_older_median,earnings_16_older_median_moe,earnings_25_older_total,earnings_25_older_total_moe,earnings_25_older_less_hs,earnings_25_older_less_hs_moe,earnings_25_older_hs_grad,earnings_25_older_hs_grad_moe,earnings_25_older_some_college,earnings_25_older_some_college_moe,earnings_25_older_bachelors,earnings_25_older_bachelors_moe,earnings_25_older_graduate,earnings_25_older_graduate_moe,median_household_income,median_household_income_moe,income_less_than_10k,income_less_than_10k_moe,income_10k_14999,income_10k_14999_moe,income_15k_24999,income_15k_24999_moe,income_25k_34999,income_25k_34999_moe,income_35K_49999,income_35K_49999_moe,income_50K_74999,income_50K_74999_moe,income_75K_99999,income_75K_99999_moe,income_100K_149999,income_100K_149999_moe,income_150K_199999,income_150K_199999_moe,income_200K_more,income_200K_more_moe,total_pop,total_pop_moe,race_white,race_white_moe,race_black,race_black_moe,race_american_indian,race_american_indian_moe,race_asian,race_asian_moe,race_native_hawaiian,race_native_hawaiian_moe,race_hispanic,race_hispanic_moe,race_other,race_other_moe,race_two_more,race_two_more_moe,family_children_total,family_children_total_moe,family_married_parent_perc,family_married_parent_perc_moe,family_single_parent_male_perc,family_single_parent_male_perc_moe,family_single_parent_female_perc,family_single_parent_female_perc_moe,family_single_parent_perc,family_single_parent_perc_moe,family_children_nonfamily_perc,family_children_nonfamily_perc_moe,household_single_or_nonfamily_perc,household_single_or_nonfamily_perc_moe,education_less_hs,education_less_hs_moe,education_hs_grad,education_hs_grad_moe,education_assoc_some_college,education_assoc_some_college_moe,education_bachelors_or_higher,education_bachelors_or_higher_moe,disability,disability_moe,housing_occupied_total,housing_occupied_total_moe,owner_occupied_housing_total,owner_occupied_housing_total_moe,renter_occupied_housing_total,renter_occupied_housing_total_moe,owner_occupied_housing_perc,owner_occupied_housing_perc_moe,renter_occupied_housing_perc,renter_occupied_housing_perc_moe,affordable_housing_own_total,affordable_housing_own_total_moe,affordable_housing_own_perc,affordable_housing_own_perc_moe,affordable_housing_rent_total,affordable_housing_rent_total_moe,affordable_housing_rent_perc,affordable_housing_rent_perc_moe,affordable_housing_all_perc,affordable_housing_all_perc_moe,affordable_housing_less_50k,affordable_housing_less_50k_moe
41031940000,"Census Tract 9400, Jefferson County, OR",2017,39.5,5.5,39.5,5.5,27.1,6.2,60.5,6.1,44.8,6.1,26,6.3,41.2,8,1384,179,23333,3680,27956,2977,23750,6689,17083,9094,31949,3501,36500,36388,48250,24838,40043,6804,13.7,4.9,8.8,3.5,12.5,4.5,7.8,3.9,18.2,4.8,18.1,4.3,13,5.2,5,3.2,1.7,1.6,1.3,1.8,3776,228,5.16419491525424,1.64194915254237,0.688559322033898,0.900423728813559,90.3601694915254,6.38241525423729,0.185381355932203,0.291313559322034,1.7478813559322,2.51588983050847,6.54131355932204,3.52224576271186,0.397245762711864,0.45021186440678,1.45656779661017,1.66843220338983,1330,110,26.9172932330827,9.32330827067669,11.2781954887218,5.71428571428571,61.8045112781955,13.3082706766917,73.0827067669173,19.0225563909774,0,0.902255639097744,4.06350914962325,1.45317545748116,17.7411536597189,5.08967523024721,29.0838584585555,4.84730974309258,45.0315075133301,8.28889966068832,8.14348036839554,4.16868637905962,13.9,2.5,879,104,551,63,328,73,62.6848691695108,7.16723549488055,37.3151308304892,8.30489192263936,467,237,84.7549909255898,43.0127041742287,144,158,43.9024390243902,48.1707317073171,69.5108077360637,44.9374288964733,59.1286307053942,47.3029045643154
41031960100,"Census Tract 9601, Jefferson County, OR",2017,37.7,7.4,37.7,7.4,6,4.9,44.2,8.7,41.2,8.3,6.9,5.4,13.2,6.1,930,156,28444,3582,30962,4463,23333,16802,24924,7384,30500,12497,29444,23476,,,59688,11060,4.1,3.8,0,5.5,14.2,7.8,16.2,9.1,8.1,4.8,22.1,9,11.2,6.5,14.5,9,6.6,6.6,2.9,2.2,2277,304,87.659200702679,11.7259552042161,3.29380764163373,2.02020202020202,3.16205533596838,2.63504611330698,0,0.527009222661397,0,0.527009222661397,7.33421168203777,4.52349582784365,3.1181379007466,3.42555994729908,2.76679841897233,2.63504611330698,320,86,71.5625,21.875,13.75,13.4375,14.6875,12.8125,28.4375,26.25,0,3.75,12.4539877300614,5.52147239263804,9.49506037321625,4.39077936333699,35.3457738748628,8.50713501646542,36.5532381997805,8.50713501646542,18.6059275521405,7.29967069154775,11,4.5,579,62,436,54,143,55,75.3022452504318,9.32642487046632,24.6977547495682,9.49913644214162,295,208,67.6605504587156,47.7064220183486,99,152,69.2307692307692,106.293706293706,68.0483592400691,62.1761658031088,50.2024291497976,72.4696356275304
41031960201,"Census Tract 9602.01, Jefferson County, OR",2017,58.8,8.2,58.8,8.2,12.1,6.9,80.8,5.9,70.4,9,12.9,7.7,19.7,7.5,1635,226,20720,3667,21490,2781,15806,11327,19375,7728,30810,4550,,,,,32703,6939,10,5.4,9.5,5.9,20,7.4,13.9,7.3,16,6.2,9.6,5.2,17.2,7,2.3,2.7,1.5,1.9,0,2.8,3317,373,76.1832981609889,11.7274645764245,0,0.361772686162195,2.14048839312632,1.86915887850467,0.211034066927947,0.361772686162195,0,0.361772686162195,41.694302080193,7.80826047633404,18.7820319565873,7.86855592402774,2.68314742236961,1.77871570696412,959,203,52.7632950990615,22.7320125130344,11.6788321167883,10.0104275286757,35.5578727841502,18.0396246089677,47.2367049009385,28.0500521376434,0,1.25130344108446,13.0841121495327,4.67289719626168,22.9571984435798,10.1653696498054,37.5,8.12256809338521,27.0428015564202,10.3112840466926,12.5,7.24708171206226,13.8,3.3,1153,132,540,103,613,117,46.8343451864701,8.93321769297485,53.1656548135299,10.1474414570685,369,316,68.3333333333333,58.5185185185185,316,323,51.5497553017945,52.6916802610114,59.4102341717259,55.4206418039896,43.3249370277078,45.2141057934509
41031960202,"Census Tract 9602.02, Jefferson County, OR",2017,40.9,5.4,40.9,5.4,11.7,5.6,62,8.2,54.1,8,12.8,6.6,21.3,7.3,2259,322,25184,4067,31953,10558,33036,20282,20054,10292,34737,11258,64205,15386,47679,16231,48047,14546,8.7,5.6,3.8,3,14.5,6.4,9.6,5.1,14.7,5.1,17.8,7.1,17.8,6.2,8.7,5.4,2,2,2.3,2.4,5092,413,81.9913589945012,8.93558523173606,1.09976433621367,1.15868028279654,6.65750196386489,3.12254516889238,1.57109190887667,1.43362136684996,0.176747839748625,0.412411626080126,23.9198743126473,5.83267871170464,8.15003927729772,6.04870384917518,0.353495679497251,0.490966221523959,1141,230,61.3496932515337,21.7353198948291,4.46976336546889,3.85626643295355,32.0771253286591,15.2497808939527,36.546888694128,19.1060473269062,2.1034180543383,3.41805433829974,19.4071700380533,5.58782295213299,17.5290697674419,8.51744186046512,27.7616279069767,8.02325581395349,35.5523255813954,10.4941860465116,19.156976744186,8.13953488372093,18.5,5.1,1820,197,1089,173,731,167,59.8351648351648,9.50549450549451,40.1648351648352,9.17582417582418,900,590,82.6446280991736,54.178145087236,332,349,45.4172366621067,47.7428180574555,67.6923076923077,51.5934065934066,41.5402567094516,49.1248541423571
41031960301,"Census Tract 9603.01, Jefferson County, OR",2017,40.2,5.4,40.2,5.4,6.8,4,64.4,7.2,60.3,7.3,6.3,4.2,12.3,6,1607,193,35020,11661,36967,9341,50284,43564,27273,10729,32292,14217,60109,46787,46063,22074,56516,7793,4.6,3,4,3.1,5.8,3.1,13.7,5.7,17.5,6.9,22.8,5.1,11.4,3.9,15.2,5,2.4,1.7,2.7,2.6,3470,314,93.6023054755043,8.70317002881845,0.172910662824208,0.259365994236311,0.979827089337176,1.70028818443804,0.259365994236311,0.288184438040346,0,0.345821325648415,3.9193083573487,3.37175792507205,1.18155619596542,1.35446685878963,3.80403458213257,2.50720461095101,342,136,50.2923976608187,30.1169590643275,37.719298245614,28.6549707602339,5.84795321637427,9.06432748538012,43.5672514619883,37.719298245614,6.14035087719298,8.7719298245614,18.4726224783862,5.64841498559078,5.63002680965148,3.98793565683646,25.6702412868633,4.85924932975871,48.1903485254692,9.85254691689008,20.5093833780161,6.90348525469169,21.8,4.8,1619,117,1422,142,197,90,87.8319950586782,8.77084620135886,12.1680049413218,5.55898702903027,1028,492,72.2925457102672,34.5991561181435,82,175,41.6243654822335,88.8324873096447,68.5608400247066,41.1982705373688,43.8571428571429,45.8571428571429
41031960302,"Census Tract 9603.02, Jefferson County, OR",2017,52.9,3.7,52.9,3.7,7.6,2.7,74.4,3.3,69.5,3.4,6.6,2.4,14.2,4.8,2140,195,27061,2710,32326,3464,29205,9237,29554,5207,26654,5171,56607,12523,53542,11325,55208,3741,4.7,2.1,1.6,1.2,9.7,3.1,15,3.5,13.2,4.6,22,4.8,12.9,3.9,15.4,4.2,2.8,1.6,2.8,1.7,4775,275,78.4293193717278,5.13089005235602,0.544502617801047,0.670157068062827,1.42408376963351,0.816753926701571,0.879581151832461,0.753926701570681,0.18848167539267,0.25130890052356,28.1465968586388,4.79581151832461,14.1151832460733,4.43979057591623,4.41884816753927,2.65968586387435,1342,174,78.9120715350224,13.2637853949329,4.02384500745156,2.6080476900149,17.0640834575261,10.4321907600596,21.0879284649776,13.0402384500745,0,0.894187779433681,10.1573976915005,2.09863588667366,13.8671875,4.13411458333333,32.4869791666667,4.19921875,34.86328125,6.15234375,18.7825520833333,5.17578125,14.9,2.7,1578,105,1205,103,373,64,76.362484157161,6.52724968314322,23.637515842839,4.05576679340938,906,358,75.1867219917013,29.7095435684647,166,176,44.5040214477212,47.1849865951743,67.9340937896071,33.8403041825095,46.0244648318043,38.2262996941896
41031,"Jefferson County, OR",2017,45.1,2.3,45.1,2.3,11.9,2.4,65,3,57.3,3.3,11.9,2.7,20.9,2.8,9955,435,25441,1599,29548,2610,24643,3290,23051,2356,31094,2864,52688,17410,49471,4879,48464,3467,7.4,2,4.5,1.4,12.2,2.4,12.5,2.3,15.1,2.6,18.9,2.5,14.3,2.4,10.5,2.1,2.5,1,2.1,0.9,22707,,69.960805038094,1.84524595939578,0.832342449464923,0.317082837891399,17.5980975029727,0.832342449464923,0.638569604086846,0.295063196371163,0.369929977539966,0.431584973796627,19.7956577266922,,8.09882415114282,1.71312811027437,2.50143127669882,0.792707094728498,5434,59,55.6496135443504,6.18329039381671,9.93743099006257,3.51490614648509,33.5848362164152,6.79057784320942,43.5222672064777,10.3054839896945,0.828119249171881,0.938535149061465,13.165227719154,1.70389657850258,14.3032972727862,2.63652264040941,30.6665802940986,2.77903737772883,38.109736347736,3.59525814601283,16.9203860853793,2.87620651681026,16.2,1.6,7628,253,5243,228,2385,231,68.7336130047195,2.98898793917147,31.2663869952805,3.02831672784478,3965,990,75.6246423803166,18.8823192828533,1139,547,47.7568134171908,22.9350104821803,66.9113791295228,20.1494493969586,45.9828602035351,20.7552222817354
41051,"Multnomah County, OR",2017,64.1,0.4,64.1,0.4,6.8,0.3,80.2,0.4,75.1,0.4,6.3,0.3,16.4,0.5,463200,2370,32502,526,37491,647,21392,724,27324,722,31701,490,45140,1097,65042,1146,60369,846,7.6,0.3,4.6,0.3,8.7,0.4,8.9,0.4,12.3,0.3,17.4,0.5,12.7,0.4,15.1,0.4,5.8,0.3,6.9,0.3,788459,,77.8452652579272,0.279278947922467,5.46826150757364,0.142302897170303,0.871446708072328,0.100322274208297,7.04145681639756,0.137610199135275,0.595465331742044,0.0440098977879636,11.2835290103861,,2.75791131815351,0.253913012597992,5.42019306013375,0.219161681203461,153486,186,66.9012157460615,1.22356436417654,8.23462726242133,0.820921777882022,23.813246810784,1.04960713029201,32.0478740732054,1.87052890817404,1.0509101807331,0.220867049763496,27.1852618806665,0.369076555129593,9.00679266532925,0.418118466898955,17.555168408827,0.367437440608172,29.6689895470383,0.695984232569598,43.7690493788055,0.763558934290642,13.1,0.3,318173,1285,172892,1804,145281,1713,54.3389916806266,0.566987142215084,45.6610083193734,0.538386349564545,121254,5095,70.132799666844,2.9469264049233,64470,5181,44.3760711999504,3.56619241332315,58.3720177387773,3.22968950853781,23.610509997718,2.90842704144666
41005,"Clackamas County, OR",2017,61.3,0.5,61.3,0.5,5.6,0.4,80.4,0.5,76.2,0.5,5.1,0.4,9,0.6,218374,1478,37387,553,43030,879,24707,1954,34866,1272,40148,936,56066,2777,70502,2912,72408,1110,3.9,0.3,2.9,0.3,7.4,0.5,7.5,0.5,11.6,0.6,18.6,0.6,14.1,0.6,18,0.5,7.6,0.5,8.3,0.4,399962,,88.5756646881454,0.303528835239348,0.9843435126337,0.113510783524435,0.747320995494572,0.133262659952696,4.12639200724069,0.141513443777159,0.273776008720829,0.0540051304873963,8.39029707822243,,1.74166545821853,0.264275106135083,3.55083732954631,0.258274536080928,88187,98,75.6642135462143,1.65557281685509,6.55425402837153,0.745007767584792,16.6679896129815,1.39816526245365,23.222243641353,2.14317303003844,1.11354281243267,0.396883894451563,15.947567845374,0.482954259167817,6.81909861668898,0.517626059794734,21.810620258813,0.547255689424364,36.0114234716644,1.02418563141455,35.3588576528336,0.927443105756359,11.8,0.4,153822,928,107039,1374,46783,1215,69.5862750451821,0.893240238717479,30.4137249548179,0.789874010219605,78235,4302,73.0901820831659,4.01909584357103,22518,2900,48.1328687771199,6.19883290939016,65.4997334581529,4.68203507950748,29.293795694972,5.14030143364784
41047,"Marion County, OR",2017,57.2,0.6,57.2,0.6,6.8,0.5,75.7,0.8,70.8,0.8,6.4,0.6,15.9,0.9,165903,1768,27069,518,31722,511,21732,758,28077,1493,32149,904,46967,2295,60070,2494,53828,1048,5.5,0.5,4.7,0.5,10.5,0.8,10.6,0.8,15.2,0.7,20.2,0.9,13.7,0.8,13,0.7,3.8,0.4,2.7,0.3,330453,,82.2519390049417,0.745643102044769,1.15447582560909,0.135874087994359,0.874254432551679,0.18489770103464,1.98757463239856,0.141321156109946,0.822507285453605,0.100468145243045,26.0161051647284,,6.29983689057143,0.600085337400478,6.60941192847394,0.596151343761443,83196,74,66.9803836722919,2.24530025481994,7.78162411654406,1.22121255829607,24.4663204961777,1.93999711524593,32.2479446127218,3.161209673542,0.771671714986297,0.222366459925958,15.3207983620137,0.581110017036308,15.134192063551,0.889509632874272,27.3423289654404,0.809699691896507,34.8973607038123,1.02453691673782,22.6261182671963,0.992056126805004,14.8,0.5,116077,796,69362,997,46715,1069,59.7551625214297,0.858912618348166,40.2448374785703,0.920940410244924,51616,3913,74.4153859461953,5.64141749084513,22457,3553,48.0723536337365,7.60569410253666,63.813675405119,6.43193742084995,35.9194848262831,6.64597231326881
41067,"Washington County, OR",2017,65.1,0.5,65.1,0.5,5.6,0.4,81.1,0.4,76.9,0.5,5.1,0.4,10.3,0.6,321970,1988,36771,442,42491,728,22405,762,30144,869,38316,1335,55432,1547,81223,2092,74033,851,3.8,0.3,3,0.3,7.2,0.4,7.9,0.4,11.4,0.5,17.5,0.7,14.6,0.6,18.4,0.6,8.5,0.4,7.8,0.4,572071,,77.3842757280128,0.439281138180401,1.91934217955464,0.107504138472323,0.606043655420394,0.122712040987919,9.81801209989669,0.166587713762802,0.403096818401912,0.0662505178553012,16.4336244976585,,4.8037743566795,0.421975593938515,5.06545516203408,0.280384777413992,136877,108,76.0741395559517,1.27486721655209,6.29031904556646,0.726930017460932,16.9349123665773,1.20838416972903,23.2252314121438,1.93531418718996,0.700629031904557,0.193604477012208,16.321191707185,0.476130633253742,8.66714790275594,0.544226455954008,18.1113202196499,0.534687669184563,30.8058985794942,0.759493670886076,42.4156332981,0.963159658666117,10.2,0.3,212778,868,129376,1227,83402,1387,60.803278534435,0.576657361193356,39.1967214655651,0.651853105114251,97481,4557,75.347050457581,3.52229161513727,41365,3805,49.5971319632623,4.56224071365195,65.2539266277529,3.92991756666573,23.2941664567559,3.67022774081702
41017,"Deschutes County, OR",2017,58.8,0.8,58.8,0.8,5.5,0.8,77.9,1,74.1,1,4.9,0.8,12.1,1.1,93996,1036,30328,715,33486,1861,23498,2858,27433,1962,31435,1050,42416,3102,55423,3127,59152,2132,5.4,0.7,3.8,0.6,9.5,0.9,10.4,0.9,13.6,1.1,19.7,1.3,14.1,1.2,14.5,1,4.4,0.6,4.6,0.5,175321,,93.575213465586,0.451742803200986,0.552700475128479,0.0878388784001917,0.461439302764643,0.144306728800315,1.16985415323892,0.171114698182192,0.114646847782068,0.0690162616001506,7.80511176641703,,1.29819017687556,0.382726541600835,2.82795557862435,0.367326218764438,37057,127,71.5465364168713,2.56091966430094,8.85932482391991,2.05629165879591,19.1461802088674,2.44488220848962,28.0055050327873,4.50117386728553,0.447958550341366,0.40478182259762,17.8181922657013,0.990633798770327,6.5398429801977,0.921776167318267,23.8438066177172,1.05765868853501,35.8817265821175,1.81415085343759,33.7346238199676,1.83957916150154,13,0.8,69631,883,45441,942,24190,1081,65.2597262713447,1.3528457152705,34.7402737286553,1.55246944608005,31735,3393,69.837811667877,7.46682511388394,10864,2479,44.9111202976437,10.2480363786689,61.1782108543609,8.43302552024242,31.2954825101072,7.7904728423273
41039,"Lane County, OR",2017,55.2,0.6,55.2,0.6,7.6,0.4,74.7,0.7,69.3,0.7,7.1,0.5,18.8,0.7,192617,1440,24848,528,31074,397,23654,1608,26698,794,29686,885,36124,1155,50908,1949,47710,857,8.9,0.5,5.7,0.4,11.7,0.5,11.1,0.6,14.6,0.6,18.6,0.6,11.8,0.5,10.9,0.5,3.5,0.3,3.1,0.3,363471,,87.6969551903728,0.342255640752632,1.14149409443945,0.0960186644876758,1.05152818244097,0.137562556572601,2.56526655496587,0.152144187569297,0.241284724228343,0.0382423907271832,8.4334100932399,,2.34048933752624,0.337028263602873,4.96298191602631,0.266596234637702,68749,69,66.3616925337096,1.86620896303946,9.78632416471512,1.06619732650657,22.9501520022109,1.69747923606162,32.7364761669261,2.76367656256818,0.901831299364354,0.373823619252644,24.3950524231652,0.538574899878504,8.50300224966417,0.676922329939955,23.8642432874229,0.598022237687539,38.0496706426918,1.03905352258566,29.5830838202211,0.903507210254584,16.8,0.5,148752,787,87539,1044,61213,1180,58.8489566526837,0.701839303000968,41.1510433473163,0.793266645154351,62563,4060,71.4687168005118,4.6379328070917,24087,2956,39.3494845866074,4.82903958309509,58.2513176293428,4.71657523932451,32.8107121451534,4.19549937339944
41059,"Umatilla County, OR",2017,54.1,1.1,54.1,1.1,8.3,1.4,71.7,1.4,66.4,1.4,7.3,1.3,17.8,1.7,37451,649,26041,712,29752,1348,23270,1309,27023,1229,31197,1124,45824,4647,55096,4502,50071,1555,7.5,1.3,6,1.1,10.5,1.3,11.5,1.4,14.4,1.5,21.9,1.6,12,1.2,11.8,1.3,2.4,0.5,2,0.5,76736,,85.1986030025021,1.31229149291076,0.777992076730609,0.152470809007506,3.12239366138449,0.496507506255213,0.788417431192661,0.198081734778983,0.17332151793161,0.0403982485404504,25.9838928273561,,5.29608006672227,1.12333194328607,4.64319224353628,0.484778982485405,19704,36,63.2714169711734,4.56760048721072,8.05927730410069,2.32947624847747,27.902963865205,4.20219244823386,35.9622411693057,6.53166869671133,0.76634185952091,0.461835160373528,15.1521467278033,1.06850076420731,18.019119385935,1.76563721265808,28.4145339399162,1.4429725233982,37.6355291901317,2.2967312664088,15.9308174840171,1.6153275748041,15.8,0.8,26976,447,16967,454,10009,528,62.8966488730724,1.68297746144721,37.1033511269276,1.95729537366548,13342,1969,78.6349973477928,11.6048800612955,5501,1695,54.9605355180338,16.9347587171546,69.8509786476868,13.582443653618,47.7753578095831,14.6935283136279
53059950100,"Census Tract 9501, Skamania County, WA",2017,50.4,15.2,50.4,15.2,15.7,17,60.2,16.7,60.2,16.7,0,38.6,5.1,6.5,64,28,,,,,,,,,30568,17282,160455,106569,,,65625,40295,0,39.3,0,39.3,3.5,4.9,31.6,26.3,5.3,10.2,17.5,21.2,8.8,13.7,14,14.2,19.3,26.3,0,39.3,158,68,98.1012658227848,42.4050632911392,0,7.59493670886076,1.89873417721519,3.79746835443038,0,7.59493670886076,0,7.59493670886076,0,7.59493670886076,0,7.59493670886076,0,7.59493670886076,41,34,100,82.9268292682927,0,29.2682926829268,0,29.2682926829268,0,58.5365853658537,0,29.2682926829268,13.2911392405063,15.8227848101266,2.83018867924528,16.9811320754717,20.7547169811321,14.1509433962264,43.3962264150943,38.6792452830189,33.0188679245283,29.2452830188679,3.8,6,57,25,53,25,4,3,92.9824561403509,43.859649122807,7.01754385964912,5.26315789473684,28,110,52.8301886792453,207.547169811321,4,111,100,2775,56.140350877193,387.719298245614,34.7826086956522,573.913043478261
53059950200,"Census Tract 9502, Skamania County, WA",2017,54,3.7,54,3.7,6,2,71.5,4,68.2,4,4.6,1.9,9.1,2.4,2355,198,35743,3170,41336,6323,32955,17145,35385,7285,35771,5224,49605,9289,59323,5068,63115,4686,4.4,2.3,3.4,2.2,7.4,2.1,10.6,3.9,11.2,2.9,24.1,5.4,14.3,4.7,15,3.2,7.1,3.3,2.4,1.5,4643,256,93.8832651303037,5.29829851389188,1.59379711393496,0.839974154641396,1.42149472323929,0.94766314882619,1.22765453370666,0.926125349989231,0,0.258453586043506,1.39995692440233,0.775360758130519,0.473831574413095,0.366142580228301,1.39995692440233,1.03381434417403,862,125,74.9419953596288,15.8932714617169,8.46867749419954,6.03248259860789,15.0812064965197,11.0208816705336,23.5498839907193,17.0533642691415,1.50812064965197,1.62412993039443,19.5132457462847,3.72603919879388,6.68587896253602,2.76657060518732,28.0115273775216,4.98559077809798,40.5475504322767,7.40634005763689,24.7550432276657,6.02305475504323,12.4,1.8,1884,95,1444,108,440,87,76.6454352441614,5.73248407643312,23.3545647558386,4.61783439490446,1075,403,74.4459833795014,27.9085872576177,222,224,50.4545454545455,50.9090909090909,68.8428874734607,33.2802547770701,43.7308868501529,36.5443425076453
53059950300,"Census Tract 9503, Skamania County, WA",2017,44.1,5,44.1,5,8.5,3.7,63.9,6.5,58.9,6.1,7.7,3.7,17.7,4.5,840,125,31048,4680,35333,5591,40375,17988,31667,6932,23375,4975,35982,8818,58333,10984,45170,11014,14.8,5.2,7.5,3.8,10.2,4,11.5,4.4,11.1,5,23.4,5.2,9.3,3.9,8.4,3,2.5,1.2,1.3,1.5,1864,173,94.0987124463519,8.79828326180258,1.07296137339056,1.50214592274678,1.71673819742489,1.3412017167382,1.07296137339056,1.60944206008584,0,0.643776824034335,2.89699570815451,1.66309012875536,0.321888412017167,0.536480686695279,1.71673819742489,1.55579399141631,305,77,62.6229508196721,20.655737704918,1.9672131147541,3.60655737704918,32.1311475409836,18.6885245901639,34.0983606557377,22.2950819672131,3.27868852459016,5.24590163934426,25.0684181718665,4.92610837438424,11.5223463687151,5.3072625698324,30.4469273743017,6.00558659217877,35.3351955307263,9.8463687150838,22.695530726257,6.77374301675978,17.6,3.2,845,74,510,63,335,59,60.3550295857988,7.45562130177515,39.6449704142012,6.98224852071006,375,206,73.5294117647059,40.3921568627451,163,139,48.6567164179105,41.4925373134328,63.6686390532544,40.8284023668639,43.1235431235431,38.4615384615385
53059950400,"Census Tract 9504, Skamania County, WA",2017,50.9,4.8,50.9,4.8,4.6,2.1,68.3,6.6,64.6,6.4,5.2,2.4,12.9,6.1,1074,122,30238,5538,33295,6539,24423,7251,29375,8019,35769,21533,41875,27985,47167,18847,54702,7085,5.3,3.4,5.7,3.2,8.8,4.2,16,5.7,11.2,4.4,17.4,4.8,11.8,3.9,15.3,4.3,4.4,2.3,4.2,3.2,2134,182,94.0018744142455,8.52858481724461,0.515463917525773,0.937207122774133,0.234301780693533,0.234301780693533,0.749765698219307,0.890346766635427,0,0.56232427366448,12.3711340206186,4.31115276476101,3.04592314901593,2.38987816307404,1.45267104029991,1.21836925960637,393,128,66.412213740458,22.64631043257,8.65139949109415,5.85241730279898,24.9363867684478,26.7175572519084,33.587786259542,32.5699745547074,0,3.05343511450382,14.9953139643861,4.02999062792877,11.0776640577965,5.23780854906683,28.5370258880193,5.96026490066225,30.8850090307044,6.9837447320891,29.5003010234798,7.70620108368453,15.7,3.8,913,78,619,80,294,71,67.7984665936473,8.76232201533406,32.2015334063527,7.77656078860898,505,234,81.5831987075929,37.8029079159935,136,161,46.2585034013605,54.7619047619048,70.2081051478642,43.2639649507119,51.6574585635359,49.4475138121547
53059950500,"Census Tract 9505, Skamania County, WA",2017,53.9,5.7,53.9,5.7,5.9,4.1,70,5.6,66.7,6.6,4.8,3.7,18.2,5.9,1268,187,27955,4578,36481,3473,16307,8663,35208,12664,38011,5124,,,70764,8187,38923,1710,10.8,5.1,9.6,5.3,10.5,6.4,7.5,4.9,22.6,8.5,10.6,5,9,4.8,12.5,5.7,5.2,4.2,1.8,2.4,2699,244,89.2923304927751,9.4479436828455,0,0.444609114486847,6.40978140051871,2.26009633197481,1.44497962208225,1.85253797702853,0.185253797702853,0.518710633567988,11.1893293812523,4.11263430900334,2.14894405335309,2.63060392738051,0.518710633567988,0.6298629121897,681,158,59.9118942731278,16.2995594713656,16.4464023494861,8.81057268722467,23.6417033773862,17.9148311306902,40.0881057268723,26.7254038179148,0,1.76211453744493,12.5560538116592,4.18535127055306,12.8977272727273,6.07954545454546,31.0795454545455,6.81818181818182,41.8181818181818,11.875,14.2045454545455,6.30681818181818,15.8,4.5,1014,96,639,118,375,92,63.01775147929,11.6370808678501,36.9822485207101,9.07297830374753,395,299,61.8153364632238,46.79186228482,155,196,41.3333333333333,52.2666666666667,54.2406311637081,48.8165680473373,27.891156462585,39.6258503401361
53059,"Skamania County, WA",2017,51.7,2.1,51.7,2.1,6.2,1.5,69.2,2.4,65.6,2.7,5.1,1.4,13.3,2.1,5601,194,32315,2153,36935,1779,23929,7996,33406,4128,35430,4795,49837,12063,59077,3343,53606,3175,7.8,1.6,5.9,1.7,8.8,1.9,11.4,2.4,13.6,2.4,19.7,2.8,11.7,2.4,13.3,2.2,5.5,1.6,2.4,1,11498,,92.9205079144199,0.782744825186989,0.913202296051487,0.130457470864498,2.42650895807967,0.460949730387894,1.14802574360758,0.278309271177596,0.0434858236214994,0.121760306140198,5.95755783614542,,1.31327187336928,0.774047660462689,1.23499739085058,0.556618542355192,2282,35,67.7914110429448,7.05521472392638,9.85977212971078,3.59333917616126,21.3409290096407,7.27432077125329,31.2007011393514,10.8676599474145,1.00788781770377,0.876424189307625,17.844028676342,2.18569680013988,9.62154466722031,1.99311899394946,29.0781824652984,2.57444536718472,38.0590817416064,3.99810179143433,23.241191125875,3.15577174041998,14.5,1.3,4713,148,3265,170,1448,136,69.2764693401231,3.60704434542754,30.7235306598769,2.88563547634203,2378,597,72.833078101072,18.2848392036753,680,362,46.9613259668508,25,64.8843624018672,20.3479736897942,40.3696498054475,20.5739299610895
